126311681126187008	ac8ca118-30b2-41a3-85f3-77e3feebd250	neutral	RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple
125633468708302848	e85bbe39-0772-41ba-9716-e4f308f86b37	neutral	I want Siri on my iPhone4 ! @apple
125547297072357376	146e5660-de13-492d-805a-6f93cb46d9e2	positive	It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!
125278676949544960	43d69f10-ad5c-4c7d-a514-fec185f13912	neutral	@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple
126110374549405696	d59e6d94-0e1e-4023-85a1-35c2f76362de	neutral	Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh
126053722966069248	b75290e7-01f7-411f-91d9-a22ff2a07e62	negative	@apple battery life suck on iOS 5
125978454146551808	8685d4b6-5c09-45b1-a3c7-d2518166cd04	negative	1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail
126336867477094400	9987116d-6c32-4e6d-95aa-f7bc5fce7b00	neutral	@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?
125973390283653120	df08eeca-dc64-4639-9bf8-ccd4e55c6e0c	negative	dear @apple, why you gotta go change the way &lt;input type="number"&gt; is handled out of the blue?
125729727653756928	83087024-8c07-4fd9-bef7-43fd31682533	negative	@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.
126404574230740992	7e0c0fce-0745-4d63-80fc-17b11ca16e93	positive	@Apple will be adding more carrier support to the iPhone 4S (just announced)
126188946974720000	54374735-3cdf-407e-8d91-8bb1033d7041	negative	oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
125726769297891330	8be8c1de-6d56-4804-b979-6a6ae6dc4980	neutral	#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps
125211793655218178	6332718a-22b9-4f94-978c-ec10694eca4e	neutral	@vlingo is a POOR substitute for Siri!! Yo @APPLE, gimmie Siri!!!!
125598450090917888	b6dd7ca5-9cc8-4322-a898-2c8ef377166a	negative	Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)
125537993942515712	8d345da4-1ad6-4c5f-abb6-a5cea951d14d	positive	@RickySinghPT got a new backside for my eye phone! V impressed with @apple
125372628746768384	63387dac-2563-4924-8070-cf4361ef58e8	neutral	@_courtneytaylor @apple did you get a 4S?
125460019859820544	4cc36d55-c084-4db1-931d-0928101fdda2	neutral	I have to change my homepage from @apple.  Steve Jobs looks like an owl
125617451705712640	05ffd594-cb82-49e5-8d0b-44fae798a170	neutral	U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
125936985796919296	547f3ce4-af58-42bb-a2ed-d07ae6c4cdda	neutral	@Apple main office is #nowplaying A milli - Lil Wayne.
125917264267579393	598e7605-299a-41dd-a150-fe45477950ae	neutral	@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?
125902301931126785	b465a42a-138a-4e33-8df0-852c9a4d4010	positive	RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
125994518989385729	1befa8a0-f964-44f5-a499-d0ef5457514d	neutral	Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.  http://t.co/65HPp0tu
126049183865114624	0b187d8c-645a-4a6c-b9f0-5bdb79ad93d9	positive	So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
125792596114161665	f161eaf4-2b4f-49be-b61b-1313916235c9	neutral	@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
126283761754185728	dbd7831e-6548-46a5-9767-4e9ed9258375	neutral	@azee1v1 @apple @umber Better file info/easier to get to, duplication of files when importing. Categorizing files.
125407447383937025	2a083a5c-2d74-408f-ae85-d21a63a35c57	negative	@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it.
125859792802693120	88675713-bbc0-4232-96db-2118ee6ab581	neutral	@apple can you get your iphone to stop vibrating when you get a text?
125318029390249984	aa9363ef-2f6c-4166-a163-c5b872d16439	neutral	Just had a look on eBay for iPhone 4s and some have 13,16,24 bids at well over £500 some £530 (16gb white) , they are £499 delivered @apple
