126640203828969472	Can you add multiple queues to the workspace in MS CRM Online 2011 ? .. and how ? #microsoft #crm #queues #customerservice	V O V A N P D N P ^ ^ ^ $ , , & R , # # # #	neutral
126730153454870529	#Microsoft Bing is The New King of Search , Tipped #Google Search http://t.co/61OgLIKA	# ^ V D A N P N , V ^ N U	positive
126608763456200704	Novidade #Microsoft : RT @Cibereconomia : This New Microsoft Technology Turns Anything Into A Touchscreen ( MSFT ) http://t.co/yqh20Z0u	^ ^ ~ ~ @ ~ D A ^ N V N P D N , ^ , U	neutral
126697419953012737	http://t.co/J3p3KYHf #Apple #Google #Microsoft #Blackberry #Nokia #HTC #Samsung #Motorola #WindowsPhone7 #iPhone #Android #Droid #Tablets	U ^ ^ ^ ^ ^ ^ ^ ^ # # # # #	neutral
126678454639927297	VIDEO : #Microsoft CEO Steve Ballmer talks at #Web2 . 0Summit about #Yahoo , Bing , and more . http://t.co/YEAXVP1V	N , # ^ ^ ^ N P ^ , V P ^ , ^ , & R , U	neutral
126573645421228032	RT @NeowinFeed : Rumor : New screen sizes , specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin	~ @ ~ N , A N N , N V P ^ N # # U #	neutral
126691206976643072	#HTC Arrive #Windows Phone ( #Sprint ) Review http://t.co/CdkPyjZV #windowsphone7 #xboxlive #mobile #cdma #microsoft	^ V ^ ^ , ^ , N U # # # # #	neutral
126508512930050048	Save ink by printing certain areas of your doc . Highlight the text , click Print , under Page Range tick ‘ Selection ’ . #microsoft #word #office	V N P V A N P D N , V D N , V N , P ^ ^ V , N , , # # #	neutral
126725006729281536	MS Access : a database , reporting tool , programmable forms w/ VBA , part of MS Office #Microsoft should add web front end admin console/util	^ N , D N , V N , A N P N , N P ^ ^ ^ V V N N N N N	neutral
126748155021762561	Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft	^ N N T A ^ ^ $ N # # U #	positive
126696856959983616	Microsoft turns your body into a touchscreen http://t.co/8LbJuq4y #Microsoft	^ V D N P D N U #	neutral
126732148144209920	Microsoft explains new improvements in Windows 8 Start screen search : http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft	^ V A N P ^ $ V N N , U # @ # #	positive
126614116927422464	@cloudnewsindia New Version of #Cloud InTune is Available : Posted on #Windows 7 News ... #Microsoft has just released .. http://bit.ly/pY0hlZ	@ A N P ^ ^ V A , V P ^ $ N , # V R V , U	neutral
126660704496402433	#Occupy #Microsoft nyc ! windows phone camp	# # ^ , N N N	neutral
126779040282587138	#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce , concept works for VMS #Beeline	# # N N N V D N N P V N N , N V P ^ ^	neutral
126523034906529793	Coursey , Forbes - Open Letter : * Steve Ballmer , Please Retire * ; http://t.co/1uYbXD0Q #OpenLetter #SteveBallmer #Microsoft	^ , ^ , V N , , ^ ^ , V V , , U # # #	neutral
