126640203828969472	6641440c-cb47-4831-bfa4-c5c938fcf215	neutral	Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice
126730153454870529	209a019f-054b-4b27-a9cb-a32f908b1411	positive	#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA
126608763456200704	afda8bbb-af6f-4497-9dfa-d28710160a74	neutral	Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u
126697419953012737	1a04dbef-0940-4d55-bfe3-c2fa71d10b79	neutral	http://t.co/J3p3KYHf #Apple #Google #Microsoft #Blackberry #Nokia #HTC #Samsung #Motorola #WindowsPhone7 #iPhone #Android #Droid #Tablets
126678454639927297	86fae2ee-ffbc-4226-998b-11dc6a66ec8d	neutral	VIDEO: #Microsoft CEO Steve Ballmer talks at #Web2.0Summit about #Yahoo, Bing, and more.  http://t.co/YEAXVP1V
126573645421228032	cb0e5826-11b6-4bf0-ae15-8a84be85a8b9	neutral	RT @NeowinFeed: Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin
126691206976643072	dc1a3354-6feb-4b4b-8d5c-080a69f5f85c	neutral	#HTC Arrive #Windows Phone (#Sprint) Review http://t.co/CdkPyjZV #windowsphone7 #xboxlive #mobile #cdma #microsoft
126508512930050048	2c25c5d0-4a5e-49a4-b9a5-7c4f5ad5e7e6	neutral	Save ink by printing certain areas of your doc. Highlight the text, click Print, under Page Range tick ‘Selection’. #microsoft #word #office
126725006729281536	1323c5d1-edfe-4de8-9377-738acd73bffe	neutral	MS Access: a database, reporting tool, programmable forms w/ VBA, part of MS Office #Microsoft should add web front end admin console/util
126748155021762561	e9209888-7b49-4811-8d1b-dd991d69a710	positive	Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft
126696856959983616	5fe2f130-e173-4c0e-8871-73d9a6914d18	neutral	Microsoft turns your body into a touchscreen http://t.co/8LbJuq4y #Microsoft
126732148144209920	f910f7b1-a08f-4064-8083-72d0ba60cfcb	positive	Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft
