126311681126187008	RT @TimjwDowning : #iOS 5 is a great system but it's taken all day to download @apple	~ @ ~ ^ $ V D A N & L V D N P V @	neutral
125633468708302848	I want Siri on my iPhone4 ! @apple	O V ^ P D ^ , @	neutral
125547297072357376	It would have taken me 15 mins to write this with my #Blackberry . Thank u @Apple 4s for converting me and showing me the grass is greener !	O V V V O $ N P V O P D ^ , V O @ $ P V O & V O D N V A ,	positive
125278676949544960	@rjakesuk mine is past the warranty and I don't have AppleCare . #ios5 @apple	@ O V A D N & O V V N , # @	neutral
126110374549405696	Gee , I can't imagine that the maps app graphic from this Samsung website will help their court cases vs . @Apple : http://t.co/PmanMoAh	! , O V V P D N N A P D ^ N V V D N N V , @ ~ U	neutral
126053722966069248	@apple battery life suck on iOS 5	@ N N V P ^ $	negative
125978454146551808	1st impressions of #iOS5 - Disappointed w upgrade restore . Lot of apps & folders missing @apple do how much time went in2 orging it ? #fail	A N P ^ , V P V V , N P N & N V @ V R A N V P V O , #	negative
126336867477094400	@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract . Can I buy a factory UNLOCKED iPhone 4S with my contract ?	@ @ @ O R V D ^ $ P D ^ N , V O V D N V ^ $ P D N ,	neutral
125973390283653120	dear @apple , why you gotta go change the way < input type = " number " > is handled out of the blue ?	! @ , R O V V V D N ~ N N , , N , E V V P P D A ,	negative
125729727653756928	@apple why don't you guys test your upgrades before you put them out . 15 1/2 hrs u guys wasted of my time yesterday . Thanks .	@ R V O N V D N P O V O T , $ $ N O N V P D N N , N ,	negative
126404574230740992	@Apple will be adding more carrier support to the iPhone 4S ( just announced )	@ V V V A N V P D ^ ^ , R V ,	positive
126188946974720000	oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it	! & R V V A P V P @ V V O & D N V D A N P O	negative
125726769297891330	#Win an @Apple iPod Touch from @Mommy_gaga , get the @Pampers Hello World Baby Memories App ! http://t.co/en0iacwR #PampersHelloApps	V D @ ^ ^ P @ , V D @ ! ^ ^ ^ ^ , U #	neutral
125211793655218178	@vlingo is a POOR substitute for Siri !! Yo @APPLE , gimmie Siri !!!!	@ V D A N P ^ , O @ , L ^ ,	neutral
125598450090917888	Dear @Apple , how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore ! ( none !!! ) :( #gr %\mbl^ . %)	! @ , R A P P ^ ^ N L N V V R , , N , , E # G , E	negative
125537993942515712	@RickySinghPT got a new backside for my eye phone ! V impressed with @apple	@ V D A N P D N N , G V P @	positive
125372628746768384	@_courtneytaylor @apple did you get a 4S ?	@ @ V O V D $ ,	neutral
125460019859820544	I have to change my homepage from @apple . Steve Jobs looks like an owl	O V P V D N P @ , ^ ^ V P D N	neutral
125617451705712640	U pick Camera&Iphone4s orCamera&Ipad2 ?????????????? @apple	O V ^ ^ , @	neutral
125936985796919296	@Apple main office is #nowplaying A milli - Lil Wayne .	@ A N V V D N , ^ ^ ,	neutral
125917264267579393	@Bestbuy or @Apple to purchase my imac , iPad , and printer ? #StudentDiscounts ?	@ & @ P V D N , ^ , & N , # ,	neutral
125902301931126785	RT @MN2NOVA : Love ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! #ios5 @apple	~ @ ~ N ^ ^ N , V T P ^ A P A & V O V T , A A N , # @	positive
125994518989385729	Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal . http://t.co/65HPp0tu	N P D ^ N P D N P D @ N N N V R P V T N N N , U	neutral
